,player_ids,player_names,player_birthdays,player_birthcities,player_birthcountries,player_nationalities,player_heights,player_weights,player_handedness,player_positions
8094,8477544,Philippe Maillet,1992-11-07,Lachenaie,CAN,CAN,"5' 10""",174,L,Center
6909,8476419,Jean-Gabriel Pageau,1992-11-11,Ottawa,CAN,CAN,"5' 11""",180,R,Center
6738,8476457,Adam Larsson,1992-11-12,Skellefteå,SWE,SWE,"6' 3""",208,R,Defenseman
8195,8476345,Gregory Hofmann,1992-11-13,NA,CHE,CHE,"6' 0""",194,L,Center
7186,8476386,Shane Prince,1992-11-16,Rochester,USA,USA,"5' 11""",193,L,Left Wing
7358,8477033,Viktor Loov,1992-11-16,Sodertalje,SWE,SWE,"6' 3""",216,L,Defenseman
7259,8476384,Max Friberg,1992-11-20,Skovde,SWE,SWE,"5' 11""",200,R,Right Wing
7054,8476480,Vladislav Namestnikov,1992-11-22,Zhukovskiy,RUS,RUS,"6' 0""",180,L,Center
6830,8476455,Gabriel Landeskog,1992-11-23,Stockholm,SWE,SWE,"6' 1""",215,L,Left Wing
7349,8476368,Fredrik Claesson,1992-11-24,Stockholm,SWE,SWE,"6' 1""",196,L,Defenseman
7652,8476330,Adam Wilcox,1992-11-26,South St. Paul,USA,USA,"6' 0""",189,L,Goalie
7280,8476341,Anton Forsberg,1992-11-27,Härnösand,SWE,SWE,"6' 3""",192,L,Goalie
6903,8476470,Nathan Beaulieu,1992-12-05,Strathroy,CAN,CAN,"6' 2""",200,L,Defenseman
7650,8479755,Victor Antipin,1992-12-06,Ust-Kamenogorsk,KAZ,RUS,"5' 11""",175,L,Defenseman
6754,8476461,Sean Couturier,1992-12-07,Phoenix,USA,CAN,"6' 3""",211,L,Center
7428,8477406,Mattias Janmark,1992-12-08,Danderyd,SWE,SWE,"6' 1""",205,L,Center
7175,8476476,Joe Morrow,1992-12-09,Edmonton,CAN,CAN,"6' 0""",196,L,Defenseman
7642,8479312,Alex Lyon,1992-12-09,Baudette,USA,USA,"6' 1""",201,L,Goalie
7578,8477034,Jaycob Megna,1992-12-10,Plantation,USA,USA,"6' 6""",220,L,Defenseman
7493,8478512,Austin Czarnik,1992-12-12,Detroit,USA,USA,"5' 9""",170,R,Center
6976,8476467,Jamie Oleksiak,1992-12-21,Toronto,CAN,CAN,"6' 7""",255,L,Defenseman
7299,8478584,Vojtech Mozik,1992-12-26,Prague,CZE,CZE,"6' 3""",200,R,Defenseman
7306,8476444,Christopher Gibson,1992-12-27,Karkkila,FIN,FIN,"6' 2""",217,L,Goalie
7077,8476430,Tomas Jurco,1992-12-28,Kosice,SVK,SVK,"6' 2""",197,L,Right Wing
8022,8479933,Gerry Mayhew,1992-12-31,Wyandotte,USA,USA,"5' 9""",161,R,Center
7169,8476339,Dominik Uher,1992-12-31,Ostrava,CZE,CZE,"6' 0""",202,L,Center
7044,8476304,David Broll,1993-01-04,Mississauga,CAN,CAN,"6' 2""",235,L,Left Wing
7176,8476495,Seth Griffith,1993-01-04,Wallaceburg,CAN,CAN,"5' 9""",190,R,Center
7858,8479466,Patrick Russell,1993-01-04,Holte,DNK,DNK,"6' 1""",203,R,Right Wing
7604,8476619,Zack Mitchell,1993-01-07,Orangeville,CAN,CAN,"6' 1""",196,R,Right Wing
7260,8476448,William Karlsson,1993-01-08,Marsta,SWE,SWE,"6' 0""",192,L,Center
7989,8481638,Joakim Nygard,1993-01-08,Stockholm,SWE,SWE,"6' 0""",179,L,Left Wing
7286,8476356,Tobias Rieder,1993-01-10,Landshut,DEU,DEU,"5' 11""",189,L,Left Wing
7756,8476509,Maxime Lagace,1993-01-12,Saint-Augustin,CAN,CAN,"6' 2""",190,L,Goalie
7079,8476450,Ryan Sproul,1993-01-13,Mississauga,CAN,CAN,"6' 4""",205,R,Defenseman
7460,8476526,Ben Thomson,1993-01-16,Brampton,CAN,CAN,"6' 3""",205,L,Left Wing
7486,8476374,Sean Kuraly,1993-01-20,Niagara Falls,USA,USA,"6' 2""",205,L,Center
7131,8476451,Lucas Lessio,1993-01-23,Maple,CAN,CAN,"6' 1""",212,L,Left Wing
7187,8476477,Matt Puempel,1993-01-24,Windsor,CAN,CAN,"6' 1""",201,L,Left Wing
7088,8476427,Ty Rattie,1993-02-05,Calgary,CAN,CAN,"6' 0""",183,R,Right Wing
7204,8476428,Rocco Grimaldi,1993-02-08,Anaheim,USA,USA,"5' 6""",180,R,Right Wing
7675,8477583,Curtis Valk,1993-02-08,Medicine Hat,CAN,CAN,"5' 9""",170,L,Center
7566,8476416,Dillon Simpson,1993-02-10,Edmonton,CAN,CAN,"6' 2""",191,L,Defenseman
7261,8476474,Stefan Noesen,1993-02-12,Plano,USA,USA,"6' 1""",205,R,Right Wing
7541,8476418,Robbie Russo,1993-02-15,Westmont,USA,USA,"6' 0""",190,R,Defenseman
7292,8476370,Blake Pietila,1993-02-20,Milford,USA,USA,"5' 11""",200,L,Left Wing
7383,8476471,Mark McNeill,1993-02-22,Langley,CAN,CAN,"6' 2""",214,R,Center
7217,8476479,Phillip Danault,1993-02-24,Victoriaville,CAN,CAN,"6' 1""",200,L,Center
7479,8480087,Mike Vecchione,1993-02-25,Saugus,USA,USA,"5' 10""",193,R,Right Wing
7301,8476409,Alan Quine,1993-02-25,Belleville,CAN,CAN,"6' 0""",203,L,Center
7598,8476310,Lukas Sedlak,1993-02-25,Ceské Budejovice,CZE,CZE,"6' 0""",205,L,Center
8028,8481642,Andrei Chibisov,1993-02-26,Prokopyevsk,RUS,RUS,"6' 4""",227,L,Right Wing
7271,8476624,Barclay Goodrow,1993-02-26,Toronto,CAN,CAN,"6' 2""",204,L,Center
7815,8479439,Jacob MacDonald,1993-02-26,Portland,USA,USA,"6' 0""",204,L,Defenseman
7201,8476437,Victor Rask,1993-03-01,Leksand,SWE,SWE,"6' 2""",199,L,Center
7973,8481637,Anton Wedin,1993-03-01,Sundsvall,SWE,SWE,"5' 11""",195,L,Left Wing
6969,8476482,Nicklas Jensen,1993-03-06,Herning,DNK,DNK,"6' 3""",216,L,Right Wing
7735,8476283,Alex Broadhurst,1993-03-07,New Lenox,USA,USA,"6' 0""",178,L,Center
7326,8476401,Daniel Catenacci,1993-03-09,Richmond Hill,CAN,CAN,"5' 10""",193,L,Center
7223,8476447,Miikka Salomaki,1993-03-09,Raahe,FIN,FIN,"5' 11""",203,L,Right Wing
7170,8476449,Scott Harrington,1993-03-10,Kingston,CAN,CAN,"6' 2""",204,L,Defenseman
7095,8476452,Tyler Wotherspoon,1993-03-12,Burnaby,CAN,CAN,"6' 2""",207,L,Defenseman
6885,8476468,J.T. Miller,1993-03-14,East Palestine,USA,USA,"6' 1""",218,L,Center
8196,8479941,Justin Danforth,1993-03-15,Oshawa,CAN,CAN,"5' 9""",180,R,Right Wing
6874,8476460,Mark Scheifele,1993-03-15,Kitchener,CAN,CAN,"6' 3""",207,R,Center
7183,8477413,Sven Andrighetto,1993-03-21,Zurich,CHE,CHE,"5' 10""",188,L,Right Wing
7251,8476316,Laurent Brossoit,1993-03-23,Port Alberni,CAN,CAN,"6' 3""",215,L,Goalie
6953,8476436,Dmitrij Jaskin,1993-03-23,Omsk,RUS,CZE,"6' 2""",216,L,Right Wing
7753,8476617,Tomas Hyka,1993-03-23,Mlada Boleslav,CZE,CZE,"5' 11""",160,R,Right Wing
6968,8476302,Frank Corrado,1993-03-26,Toronto,CAN,CAN,"6' 0""",205,R,Defenseman
7132,8476473,Connor Murphy,1993-03-26,Dublin,USA,USA,"6' 4""",212,R,Defenseman
7440,8478541,Markus Hannikainen,1993-03-26,Helsinki,FIN,FIN,"6' 1""",200,L,Left Wing
7207,8476300,Nikita Nesterov,1993-03-28,Chelyabinsk,RUS,RUS,"5' 11""",191,L,Defenseman
7841,8476278,Colin Blackwell,1993-03-28,Lawrence,USA,USA,"5' 9""",190,R,Center
7282,8476392,Adam Lowry,1993-03-29,St. Louis,USA,USA,"6' 5""",210,L,Center
7200,8476397,Keegan Lowe,1993-03-29,Greenwich,USA,USA,"6' 2""",191,L,Defenseman
6917,8476465,Ryan Murphy,1993-03-31,Aurora,CAN,CAN,"5' 11""",175,R,Defenseman
7289,8477715,Tyler Gaudet,1993-04-04,Hamilton,CAN,CAN,"6' 3""",217,L,Center
7527,8476911,Tanner Richard,1993-04-06,Markham,CAN,CAN,"6' 0""",192,L,Center
7214,8476394,Michael Paliotta,1993-04-06,Westport,USA,USA,"6' 4""",207,R,Defenseman
7225,8478042,Viktor Arvidsson,1993-04-08,Skellefteå,SWE,SWE,"5' 10""",185,R,Left Wing
7244,8476426,David Musil,1993-04-09,Calgary,CAN,CAN,"6' 4""",207,L,Defenseman
6836,8476454,Ryan Nugent-Hopkins,1993-04-12,Burnaby,CAN,CAN,"6' 0""",184,L,Center
7583,8479290,Kalle Kossila,1993-04-14,Kauniainen,FIN,FIN,"5' 11""",182,L,Center
7572,8476425,Joseph LaBate,1993-04-16,Burnsville,USA,USA,"6' 5""",210,L,Center
7094,8476440,Markus Granlund,1993-04-16,Oulu,FIN,FIN,"6' 0""",180,L,Center
6780,8476459,Mika Zibanejad,1993-04-18,Stockholm,SWE,SWE,"6' 2""",200,R,Center
7628,8476396,Steven Fogarty,1993-04-19,Chambersburg,USA,USA,"6' 3""",200,R,Center
7418,8477018,Ben Hutton,1993-04-20,Brockville,CAN,CAN,"6' 2""",206,L,Defenseman
7182,8477092,Andrey Makarov,1993-04-20,Kazan,RUS,RUS,"6' 2""",194,L,Goalie
7164,8476906,Shayne Gostisbehere,1993-04-20,Pembroke Pines,USA,USA,"5' 11""",180,L,Defenseman
7444,8476545,Kurtis Gabriel,1993-04-20,Newmarket,CAN,CAN,"6' 6""",212,R,Right Wing
7526,8476285,Matthew Peca,1993-04-27,Petawawa,CAN,CAN,"5' 10""",181,L,Center
7720,8476407,Andy Welinski,1993-04-27,Duluth,USA,USA,"6' 1""",201,R,Defenseman
7281,8476344,Tyler Graovac,1993-04-27,Brampton,CAN,CAN,"6' 5""",208,L,Center
7435,8476331,Dylan DeMelo,1993-05-01,London,CAN,CAN,"6' 0""",191,R,Defenseman
7548,8477919,Frederick Gaudreau,1993-05-01,Bromont,CAN,CAN,"6' 0""",184,R,Center
6972,8476483,Rickard Rakell,1993-05-05,Sundbyberg,SWE,SWE,"6' 1""",195,R,Left Wing
7397,8476892,Colton Parayko,1993-05-12,St. Albert,CAN,CAN,"6' 6""",228,R,Defenseman
7629,8477337,John Gilmour,1993-05-17,Montréal,CAN,CAN,"6' 0""",188,L,Defenseman
7193,8476478,Stuart Percy,1993-05-18,Oakville,CAN,CAN,"6' 1""",187,L,Defenseman
7455,8476945,Connor Hellebuyck,1993-05-19,Commerce,USA,USA,"6' 4""",207,L,Goalie
7721,8476971,Kevin Roy,1993-05-20,Greenfield Park,CAN,CAN,"5' 9""",172,L,Center
7464,8479291,Kevin Rooney,1993-05-21,Canton,USA,USA,"6' 2""",201,L,Center
7471,8476918,Jimmy Vesey,1993-05-26,Boston,USA,USA,"6' 3""",202,L,Left Wing
7045,8476410,Josh Leivo,1993-05-26,Innisfil,CAN,CAN,"6' 2""",192,R,Left Wing
7051,8476411,Jonathan Racine,1993-05-28,Montréal,CAN,CAN,"6' 2""",194,L,Defenseman
7179,8476469,Joel Armia,1993-05-31,Pori,FIN,FIN,"6' 3""",218,R,Right Wing
7738,8476372,Nick Seeler,1993-06-03,Eden Prairie,USA,USA,"6' 2""",201,L,Defenseman
6925,8476456,Jonathan Huberdeau,1993-06-04,Saint-Jerome,CAN,CAN,"6' 1""",202,L,Left Wing
7744,8477359,Tucker Poolman,1993-06-08,Dubuque,USA,USA,"6' 2""",199,R,Defenseman
7139,8476432,Boone Jenner,1993-06-15,Dorchester,CAN,CAN,"6' 2""",205,L,Center
7497,8477041,Brady Austin,1993-06-16,Bobcaygeon,CAN,CAN,"6' 4""",230,L,Defenseman
7053,8476453,Nikita Kucherov,1993-06-17,Maykop,RUS,RUS,"5' 11""",183,L,Right Wing
6895,8476462,Dougie Hamilton,1993-06-17,Toronto,CAN,CAN,"6' 6""",230,R,Defenseman
7733,8477046,Joakim Ryan,1993-06-17,Rumson,USA,USA,"5' 11""",185,L,Defenseman
7590,8477380,Jonny Brodzinski,1993-06-19,Ham Lake,USA,USA,"6' 1""",211,R,Center
7237,8476536,Colin Smith,1993-06-20,Edmonton,CAN,CAN,"5' 10""",185,R,Center
7396,8476441,Joel Edmundson,1993-06-28,Brandon,CAN,CAN,"6' 5""",224,L,Defenseman
7365,8476343,Garret Sparks,1993-06-28,Elmhurst,USA,USA,"6' 3""",220,L,Goalie
7266,8476439,Brett Ritchie,1993-07-01,Orangeville,CAN,CAN,"6' 4""",220,R,Right Wing
7415,8476388,Andrey Pedan,1993-07-03,Kaunas,LTU,LTU,"6' 5""",213,L,Defenseman
7485,8476303,Rob O'Gara,1993-07-06,Massapequa,USA,USA,"6' 4""",214,L,Defenseman
7441,8478567,Dean Kukan,1993-07-08,Volketswil,CHE,CHE,"6' 2""",190,L,Defenseman
7449,8477076,JC Lipon,1993-07-10,Regina,CAN,CAN,"6' 0""",183,R,Right Wing
7050,8476389,Vincent Trocheck,1993-07-11,Pittsburgh,USA,USA,"5' 10""",183,R,Center
7002,8476458,Ryan Strome,1993-07-11,Mississauga,CAN,CAN,"6' 1""",191,R,Center
7399,8476412,Jordan Binnington,1993-07-11,Richmond Hill,CAN,CAN,"6' 2""",172,L,Goalie
6989,8476463,Jonas Brodin,1993-07-12,Karlstad,SWE,SWE,"6' 2""",196,L,Defenseman
7443,8476422,Mike Reilly,1993-07-13,Chicago,USA,USA,"6' 2""",198,L,Defenseman
7121,8476434,John Gibson,1993-07-14,Pittsburgh,USA,USA,"6' 2""",210,L,Goalie
7337,8476379,Darren Dietz,1993-07-17,Medicine Hat,CAN,CAN,"6' 1""",201,R,Defenseman
7110,8476472,Oscar Klefbom,1993-07-20,Karlstad,SWE,SWE,"6' 3""",216,L,Defenseman
7163,8476393,Nick Cousins,1993-07-20,Belleville,CAN,CAN,"5' 11""",183,L,Center
7911,8478367,Cole Bardreau,1993-07-22,Fairport,USA,USA,"6' 0""",190,R,Center
8018,8481650,Jakob Lilja,1993-07-23,Malmo,SWE,SWE,"6' 1""",196,L,Left Wing
7559,8476511,Samuel Henley,1993-07-25,Val-d'Or,CAN,CAN,"6' 4""",210,L,Center
7331,8478542,Evan Rodrigues,1993-07-28,Toronto,CAN,CAN,"5' 11""",184,R,Center
7078,8476443,Xavier Ouellet,1993-07-29,Bayonne,FRA,FRA,"6' 0""",197,L,Defenseman
7334,8476999,Linus Ullmark,1993-07-31,Lugnvik,SWE,SWE,"6' 4""",208,L,Goalie
7093,8476346,Johnny Gaudreau,1993-08-13,Salem,USA,USA,"5' 9""",165,L,Left Wing
7055,8476975,Cedric Paquette,1993-08-13,Gaspe,CAN,CAN,"6' 0""",205,L,Center
8149,8482248,Fredrik Handemark,1993-08-27,Bjorbo,SWE,SWE,"6' 4""",210,L,Center
7236,8476464,Duncan Siemens,1993-09-07,Edmonton,CAN,CAN,"6' 3""",210,L,Defenseman
6996,8476423,Reid Boucher,1993-09-08,Lansing,USA,USA,"5' 10""",195,L,Center
7024,8476435,Alex Khokhlachev,1993-09-09,Moscow,RUS,RUS,"5' 10""",181,L,Center
7683,8476329,Travis Boyd,1993-09-14,Hopkins,USA,USA,"6' 0""",190,R,Center
7999,8476947,Nikolai Prokhorkin,1993-09-17,Chelyabinsk,RUS,RUS,"6' 3""",190,L,Left Wing
7227,8476989,Petteri Lindbohm,1993-09-23,Helsinki,FIN,FIN,"6' 3""",198,L,Defenseman
7394,8476857,Pontus Aberg,1993-09-23,Stockholm,SWE,SWE,"6' 0""",194,R,Left Wing
7140,8476850,Ryan Murray,1993-09-27,Regina,CAN,CAN,"6' 1""",206,L,Defenseman
7816,8479447,Anthony Greco,1993-09-30,Queens,USA,USA,"5' 10""",179,R,Right Wing
7956,8479288,Kasimir Kaskisuo,1993-10-02,Vantaa,FIN,FIN,"6' 3""",203,L,Goalie
7515,8476924,Martin Frk,1993-10-05,Pelhrimov,CZE,CZE,"6' 1""",210,R,Right Wing
6965,8476855,Nail Yakupov,1993-10-06,Nizhnekamsk,RUS,RUS,"5' 11""",195,L,Right Wing
7552,8476877,Jordan Schmaltz,1993-10-08,Madison,USA,USA,"6' 2""",196,R,Defenseman
7366,8476858,Phillip Di Giuseppe,1993-10-09,Toronto,CAN,CAN,"6' 0""",193,L,Left Wing
7830,8480954,Jacob Nilsson,1993-10-12,Morrum,SWE,SWE,"5' 10""",180,L,Center
7030,8476931,Jake McCabe,1993-10-12,Eau Claire,USA,USA,"6' 1""",204,L,Defenseman
7364,8478373,Nikita Soshnikov,1993-10-14,Nizhny Tagil,RUS,RUS,"5' 11""",185,L,Right Wing
7083,8476925,Colton Sissons,1993-11-05,North Vancouver,CAN,CAN,"6' 1""",200,R,Center
7780,8480945,Juuso Riikola,1993-11-09,Joensuu,FIN,FIN,"6' 0""",189,L,Defenseman
7136,8476881,Tomas Hertl,1993-11-12,Praha,CZE,CZE,"6' 3""",215,L,Center
7743,8480082,Justin Kloos,1993-11-30,Lakeville,USA,USA,"5' 10""",175,R,Center
7859,8479970,Joseph Gambardella,1993-12-01,Staten Island,USA,USA,"5' 10""",200,L,Center
7345,8479292,Charlie Lindgren,1993-12-18,Lakeville,USA,USA,"6' 2""",179,R,Goalie
7178,8476876,Malcolm Subban,1993-12-21,Toronto,CAN,CAN,"6' 2""",215,L,Goalie
7730,8480113,Alex Iafallo,1993-12-21,Eden,USA,USA,"6' 0""",200,L,Left Wing
7038,8476879,Cody Ceci,1993-12-21,Ottawa,CAN,CAN,"6' 2""",210,R,Defenseman
7487,8476891,Matt Grzelcyk,1994-01-05,Charlestown,USA,USA,"5' 9""",178,L,Defenseman
7029,8476878,Zemgus Girgensons,1994-01-05,Riga,LVA,LVA,"6' 2""",213,L,Left Wing
7748,8477541,Dakota Mermis,1994-01-05,Alton,USA,USA,"6' 0""",195,L,Defenseman
7230,8476967,Brett Kulak,1994-01-06,Edmonton,CAN,CAN,"6' 1""",197,L,Defenseman
7523,8477346,MacKenzie Weegar,1994-01-07,Ottawa,CAN,CAN,"6' 0""",200,R,Defenseman
7425,8476889,Radek Faksa,1994-01-09,Vitkov,CZE,CZE,"6' 3""",220,L,Center
7577,8476866,Nicolas Kerdiles,1994-01-11,Lewisville,USA,USA,"6' 2""",200,L,Left Wing
7357,8477015,Connor Brown,1994-01-14,Toronto,CAN,CAN,"6' 0""",181,R,Right Wing
7519,8479249,Andrew Poturalski,1994-01-14,Williamsville,USA,USA,"5' 10""",183,R,Center
7172,8476884,Derrick Pouliot,1994-01-16,Estevan,CAN,CAN,"6' 0""",196,L,Defenseman
8082,8482247,Mikko Lehtonen,1994-01-16,Turku,FIN,FIN,"6' 0""",187,L,Defenseman
7119,8476854,Hampus Lindholm,1994-01-20,Helsingborg,SWE,SWE,"6' 4""",216,L,Defenseman
7480,8476932,Anthony Stolarz,1994-01-20,Edison,USA,USA,"6' 6""",243,L,Goalie
7576,8479969,Griffen Molino,1994-01-21,Trenton,USA,USA,"5' 11""",171,L,Center
7811,8477384,Josh Brown,1994-01-21,London,CAN,CAN,"6' 5""",217,R,Defenseman
7557,8476903,Jon Gillies,1994-01-22,Concord,USA,USA,"6' 6""",223,L,Goalie
7472,8476922,Boo Nieves,1994-01-23,Syracuse,USA,USA,"6' 3""",214,L,Center
7448,8476910,Scott Kosmachuk,1994-01-24,Richmond Hill,CAN,CAN,"5' 11""",185,R,Right Wing
7155,8476852,Griffin Reinhart,1994-01-24,North Vancouver,CAN,CAN,"6' 4""",212,L,Defenseman
7637,8477399,Tyrell Goulbourne,1994-01-26,Edmonton,CAN,CAN,"5' 11""",203,L,Left Wing
7594,8476982,Danny O'Regan,1994-01-30,Berlin,DEU,USA,"5' 10""",180,R,Center
7367,8476934,Brock McGinn,1994-02-02,Fergus,CAN,CAN,"6' 0""",187,L,Left Wing
7666,8480157,Calle Rosen,1994-02-02,Vaxjo,SWE,SWE,"6' 1""",188,L,Defenseman
7287,8476868,Henrik Samuelsson,1994-02-07,Scottsdale,USA,USA,"6' 3""",219,R,Center
7532,8477003,Riley Barber,1994-02-07,Pittsburgh,USA,USA,"6' 0""",199,R,Right Wing
7686,8477573,Nathan Walker,1994-02-07,Cardiff,GBR,AUS,"5' 9""",187,L,Left Wing
7483,8477520,Jean-Sebastien Dea,1994-02-08,Laval,CAN,CAN,"5' 11""",174,R,Center
6904,8476851,Alex Galchenyuk,1994-02-12,Milwaukee,USA,USA,"6' 1""",194,L,Center
7657,8478268,Jack Rodewald,1994-02-14,Calgary,CAN,CAN,"6' 2""",189,R,Right Wing
7310,8476955,Taylor Leier,1994-02-15,Saskatoon,CAN,CAN,"5' 11""",180,L,Left Wing
7208,8476886,Slater Koekkoek,1994-02-18,Winchester,CAN,CAN,"6' 2""",193,L,Defenseman
7304,8477527,Ross Johnston,1994-02-18,Charlottetown,CAN,CAN,"6' 5""",232,L,Left Wing
8090,8478069,Daniel Walcott,1994-02-19,Ile Perrot,CAN,CAN,"6' 1""",175,L,Left Wing
7768,8478038,Devon Toews,1994-02-21,Abbotsford,CAN,CAN,"6' 1""",191,L,Defenseman
6878,8476870,Stefan Matteau,1994-02-23,Chicago,USA,USA,"6' 2""",208,L,Center
7149,8476885,Jacob Trouba,1994-02-26,Rochester,USA,USA,"6' 3""",208,R,Defenseman
7379,8476875,Mike Matheson,1994-02-27,Pointe-Claire,CAN,CAN,"6' 2""",188,L,Defenseman
7680,8480164,Henrik Haapala,1994-02-28,Lempaala,FIN,FIN,"5' 9""",165,L,Left Wing
7757,8476861,Oscar Dansk,1994-02-28,Stockholm,SWE,SWE,"6' 3""",204,L,Goalie
7988,8480940,Joel Persson,1994-03-04,Osby,SWE,SWE,"5' 11""",170,R,Defenseman
7836,8480161,Libor Sulak,1994-03-04,Pelhrimov,CZE,CZE,"6' 2""",207,L,Defenseman
7047,8476853,Morgan Rielly,1994-03-09,Vancouver,CAN,CAN,"6' 1""",220,L,Defenseman
7845,8476907,Mackenzie MacEachern,1994-03-09,Bloomfield Hills,USA,USA,"6' 2""",193,L,Left Wing
7711,8476952,Dominic Toninato,1994-03-09,Duluth,USA,USA,"6' 2""",191,L,Center
7323,8478366,Frank Vatrano,1994-03-14,East Longmeadow,USA,USA,"5' 11""",197,L,Center
8024,8478058,CJ Suess,1994-03-17,St. Paul,USA,USA,"5' 11""",190,L,Left Wing
7894,8480965,Antti Suomela,1994-03-17,Espoo,FIN,FIN,"6' 0""",180,L,Center
7314,8476897,Oskar Sundqvist,1994-03-23,Boden,SWE,SWE,"6' 3""",208,R,Center
7528,8477009,Jake Dotchin,1994-03-24,Cambridge,CAN,CAN,"6' 3""",210,R,Defenseman
7727,8477073,Kurtis MacDermid,1994-03-25,Sauble Beach,CAN,CAN,"6' 5""",233,L,Defenseman
7417,8476867,Brendan Gaunce,1994-03-25,Sudbury,CAN,CAN,"6' 3""",214,L,Center
7308,8476869,Brady Skjei,1994-03-26,Lakeville,USA,USA,"6' 3""",210,L,Defenseman
6935,8476880,Tom Wilson,1994-03-29,Toronto,CAN,CAN,"6' 4""",220,R,Right Wing
7385,8476994,Vinnie Hinostroza,1994-04-03,Chicago,USA,USA,"5' 10""",177,R,Center
7445,8477006,Christoph Bertschy,1994-04-05,Fribourg,CHE,CHE,"5' 10""",185,R,Center
7904,8480950,Ilya Lyubushkin,1994-04-06,Moscow,RUS,RUS,"6' 2""",208,R,Defenseman
7575,8479442,Troy Stecher,1994-04-07,Richmond,CAN,CAN,"5' 10""",184,R,Defenseman
7580,8477986,Brandon Montour,1994-04-11,Brantford,CAN,CAN,"6' 0""",194,R,Defenseman
8019,8478007,Elvis Merzlikins,1994-04-13,Riga,LVA,LVA,"6' 3""",183,L,Goalie
7065,8476941,Connor Carrick,1994-04-13,Orland Park,USA,USA,"5' 11""",192,R,Defenseman
7585,8476966,Gemel Smith,1994-04-16,Toronto,CAN,CAN,"5' 10""",203,L,Center
7382,8476905,Chandler Stephenson,1994-04-22,Saskatoon,CAN,CAN,"6' 0""",203,L,Center
7851,8480326,Sheldon Dries,1994-04-23,Macomb,USA,USA,"5' 9""",180,L,Center
7442,8476914,Joonas Korpisalo,1994-04-28,Pori,FIN,FIN,"6' 3""",193,L,Goalie
7926,8476974,Thomas Di Pauli,1994-04-29,Woodbridge,USA,USA,"5' 11""",188,L,Center
7369,8476958,Jaccob Slavin,1994-05-01,Denver,USA,USA,"6' 3""",207,L,Defenseman
7514,8477312,Antoine Bibeau,1994-05-01,Victoriaville,CAN,CAN,"6' 3""",205,L,Goalie
7276,8476981,Josh Anderson,1994-05-07,Burlington,CAN,CAN,"6' 3""",227,R,Right Wing
7877,8479945,Gavin Bayreuther,1994-05-12,Canaan,USA,USA,"6' 1""",196,L,Defenseman
7412,8477415,Anton Slepyshev,1994-05-13,Penza,RUS,RUS,"6' 2""",221,R,Left Wing
7728,8477428,Justin Auger,1994-05-14,Kitchener,CAN,CAN,"6' 6""",232,R,Right Wing
7402,8476890,Patrick Sieloff,1994-05-15,Ann Arbor,USA,USA,"6' 1""",205,L,Defenseman
6898,8476888,Mikhail Grigorenko,1994-05-16,Khabarovsk,RUS,RUS,"6' 3""",206,L,Center
7189,8476904,Chris Driedger,1994-05-18,Winnipeg,CAN,CAN,"6' 4""",208,L,Goalie
7356,8476894,Brendan Leipsic,1994-05-19,Winnipeg,CAN,CAN,"5' 11""",180,L,Left Wing
7710,8480330,Spencer Foo,1994-05-19,St. Albert,CAN,CAN,"6' 0""",190,R,Right Wing
7573,8477091,Evan McEneny,1994-05-22,Hamilton,CAN,CAN,"6' 2""",203,L,Defenseman
7426,8476902,Esa Lindell,1994-05-23,Vantaa,FIN,FIN,"6' 3""",220,L,Defenseman
7567,8476988,Matt Benning,1994-05-25,Edmonton,CAN,CAN,"6' 1""",203,R,Defenseman
7319,8476899,Matt Murray,1994-05-25,Thunder Bay,CAN,CAN,"6' 4""",202,L,Goalie
8010,8481516,Joel Kellman,1994-05-25,Karlskrona,SWE,SWE,"5' 11""",192,L,Center
7716,8477085,Ashton Sautner,1994-05-27,Flin Flon,CAN,CAN,"6' 1""",195,L,Defenseman
7806,8477357,Saku Maenalanen,1994-05-29,Kemi,FIN,FIN,"6' 4""",207,L,Right Wing
6890,8476872,Scott Laughton,1994-05-30,Oakville,CAN,CAN,"6' 1""",190,L,Center
7545,8479252,Dan Renouf,1994-06-01,Pickering,CAN,CAN,"6' 3""",200,L,Defenseman
7602,8478906,Markus Nutivaara,1994-06-06,Oulu,FIN,FIN,"6' 1""",187,L,Defenseman
7160,8477084,Mackenzie Skapski,1994-06-15,Abbotsford,CAN,CAN,"6' 3""",197,L,Goalie
8081,8482222,Alexander Barabanov,1994-06-17,St. Petersburg,RUS,RUS,"5' 10""",195,L,Left Wing
7569,8479465,Drake Caggiula,1994-06-20,Pickering,CAN,CAN,"5' 10""",176,L,Center
7698,8480420,Collin Delia,1994-06-20,Rancho Cucamonga,USA,USA,"6' 2""",208,L,Goalie
7779,8480341,Adam Johnson,1994-06-22,Grand Rapids,USA,USA,"6' 0""",174,L,Center
7338,8476948,Charles Hudon,1994-06-23,Alma,CAN,CAN,"5' 10""",190,L,Left Wing
7272,8476919,Chris Tierney,1994-07-01,Keswick,CAN,CAN,"6' 1""",191,L,Center
7368,8476953,Trevor Carrick,1994-07-04,Stouffville,CAN,CAN,"6' 2""",171,L,Defenseman
7283,8477429,Andrew Copp,1994-07-08,Ann Arbor,USA,USA,"6' 1""",206,L,Center
7294,8477010,Joseph Blandisi,1994-07-18,Markham,CAN,CAN,"6' 0""",184,L,Center
